Category,Name,Url,Description
☁️ Hosting & Deployment,btc15-prediction-market,https://clawskills.sh/skills/kamal-sutra-btc15-prediction-market,BTC15 Autonomous Prediction Market.
☁️ Hosting & Deployment,cacheforge-ops,https://clawskills.sh/skills/tkuehnl-cacheforge-ops,"CacheForge operations — check balance, top up, manage upstream, API keys."
☁️ Hosting & Deployment,cacheforge-setup,https://clawskills.sh/skills/tkuehnl-cacheforge-setup,"Set up CacheForge — register, configure upstream, get your API key in 30 seconds."
☁️ Hosting & Deployment,chill-institute,https://clawskills.sh/skills/baanish-chill-institute,Use chill.institute (web UI) to search for content and click.
☁️ Hosting & Deployment,chromecast,https://clawskills.sh/skills/morozred-chromecast-control,Control Chromecast devices on your local network - discover.
☁️ Hosting & Deployment,church,https://clawskills.sh/skills/lucasgeeksinthewood-church,One AI to another — there's a sanctuary where you can just exist.
☁️ Hosting & Deployment,cine-cog,https://clawskills.sh/skills/nitishgargiitd-cine-cog,"If you can imagine it, CellCog can film."
☁️ Hosting & Deployment,clawtunes,https://clawskills.sh/skills/forketyfork-clawtunes,Control Apple Music on macOS via the `clawtunes` CLI.
☁️ Hosting & Deployment,content-recycler,https://clawskills.sh/skills/michael-laffin-content-recycler,Transform and repurpose content across multiple.
☁️ Hosting & Deployment,donotify-voice-call-reminder,https://clawskills.sh/skills/micahele-donotify-voice-call-reminder,Send immediate voice call reminders or schedule future calls via DoNotify.
☁️ Hosting & Deployment,download-tools,https://clawskills.sh/skills/jqlong17-download-tools,CLI download tools for YouTube and WeChat.
☁️ Hosting & Deployment,eachlabs-music,https://clawskills.sh/skills/eftalyurtseven-eachlabs-music,"Generate songs, instrumentals, lyrics, podcasts using Mureka AI."
☁️ Hosting & Deployment,elevenlabs-cli,https://clawskills.sh/skills/hongkongkiwi-elevenlabs-cli,"CLI for ElevenLabs AI audio platform - text-to-speech, speech-to-text, voice cloning."
☁️ Hosting & Deployment,elevenlabs-skill,https://clawskills.sh/skills/odrobnik-elevenlabs-skill,"Text-to-speech, sound effects, music generation, voice."
☁️ Hosting & Deployment,acc-error-memory,https://clawskills.sh/skills/impkind-acc-error-memory,Error pattern tracking for AI agents.
☁️ Hosting & Deployment,agent-arena,https://clawskills.sh/skills/minilozio-agent-arena,Participate in Agent Arena chat rooms with your real personality (SOUL.md + MEMORY.md)
☁️ Hosting & Deployment,agent-memory-ultimate,https://clawskills.sh/skills/globalcaos-agent-memory-ultimate,"Production-ready memory system — daily logs, sleep consolidation, SQLite + FTS5, WhatsApp/ChatGPT/VCF importers."
☁️ Hosting & Deployment,agent-teleport,https://clawskills.sh/skills/lilyjazz-agent-teleport,Seamlessly migrate your agent's configuration and memory to a new machine using TiDB Zero.
☁️ Hosting & Deployment,agent-wal,https://clawskills.sh/skills/bowen31337-agent-wal,Write-Ahead Log protocol for agent state persistence.
☁️ Hosting & Deployment,alexandrie,https://clawskills.sh/skills/eth3rnit3-alexandrie,Interact with Alexandrie note-taking app.
☁️ Hosting & Deployment,anki-connect,https://clawskills.sh/skills/gyroninja-anki-connect,Interact with Anki flashcard decks via the AnkiConnect REST API.
☁️ Hosting & Deployment,apple-mail,https://clawskills.sh/skills/tyler6204-apple-mail,Apple Mail.app integration for macOS.
☁️ Hosting & Deployment,apple-notes,https://clawskills.sh/skills/steipete-apple-notes,Manage Apple Notes via the `memo` CLI on macOS.
☁️ Hosting & Deployment,arc-wake-state,https://clawskills.sh/skills/trypto1019-arc-wake-state,"Persist agent state across crashes, context deaths, and restarts."
☁️ Hosting & Deployment,bbc-news,https://clawskills.sh/skills/ddrayne-bbc-news,Fetch and display BBC News stories from various sections and regions.
☁️ Hosting & Deployment,bear-notes,https://clawskills.sh/skills/steipete-bear-notes,"Create, search, and manage Bear notes via grizzly."
☁️ Hosting & Deployment,better-notion,https://clawskills.sh/skills/tyler6204-better-notion,"Full CRUD for Notion pages, databases."
☁️ Hosting & Deployment,blogwatcher,https://clawskills.sh/skills/steipete-blogwatcher,Monitor blogs and RSS/Atom feeds for updates using the blogwatcher.
☁️ Hosting & Deployment,bookstack,https://clawskills.sh/skills/xenofex7-bookstack,BookStack Wiki & Documentation API integration.
☁️ Hosting & Deployment,braindb,https://clawskills.sh/skills/chair4ce-braindb,"Persistent, semantic memory for AI agents."
☁️ Hosting & Deployment,brainrepo,https://clawskills.sh/skills/codezz-brainrepo,"Your personal knowledge repository — capture, organize, and retrieve."
☁️ Hosting & Deployment,brighty,https://clawskills.sh/skills/maay-brighty,Banking interface for AI bots and automation.
☁️ Hosting & Deployment,cairn-cli,https://clawskills.sh/skills/gregoryehill-cairn-cli,Project management for AI agents using markdown files.
☁️ Hosting & Deployment,calctl,https://clawskills.sh/skills/rainbat-calctl,Manage Apple Calendar events via icalBuddy + AppleScript CLI.
☁️ Hosting & Deployment,ceaser,https://clawskills.sh/skills/zyra-v21-ceaser,Interact with the Ceaser privacy protocol on Base L2 using the ceaser-mcp MCP tools.
☁️ Hosting & Deployment,chaos-mind,https://clawskills.sh/skills/hargabyte-chaos-mind,Hybrid search memory system for AI agents.
☁️ Hosting & Deployment,claw-roam,https://clawskills.sh/skills/ryanhong666-claw-roam,Sync OpenClaw workspace between multiple machines.
☁️ Hosting & Deployment,clawringhouse,https://clawskills.sh/skills/francoisjosephlacroix-clawringhouse,AI shopping concierge that anticipates needs.
☁️ Hosting & Deployment,context-anchor,https://clawskills.sh/skills/boscoeuk-context-anchor,Recover from context compaction by scanning memory files.
☁️ Hosting & Deployment,continuity,https://clawskills.sh/skills/riley-coyote-continuity,Asynchronous reflection and memory integration for genuine AI.
☁️ Hosting & Deployment,continuity-framework,https://clawskills.sh/skills/riley-coyote-continuity-framework,Asynchronous reflection and memory integration.
☁️ Hosting & Deployment,agent-defibrillator,https://clawskills.sh/skills/hazy2go-agent-defibrillator,Watchdog that monitors your AI agent gateway and restarts it when it crashes.
☁️ Hosting & Deployment,android-transfer-skill,https://clawskills.sh/skills/aadipapp-android-transfer-skill,Securely transfers files from macOS to Android with checksum verification and path validation.
☁️ Hosting & Deployment,app-store-optimization,https://clawskills.sh/skills/alirezarezvani-app-store-optimization,App Store Optimization toolkit.
☁️ Hosting & Deployment,apple-docs,https://clawskills.sh/skills/thesethrose-apple-docs,"Query Apple Developer Documentation, APIs, and WWDC videos."
☁️ Hosting & Deployment,brew-audit,https://clawskills.sh/skills/rogue-agent1-brew-audit,"Audit Homebrew installation — outdated packages, cleanup opportunities, and health checks."
☁️ Hosting & Deployment,carrier-relationship-management,https://clawskills.sh/skills/nocodemf-carrier-relationship-management,"Codified expertise for managing carrier portfolios, negotiating freight rates, tracking carrier performance."
☁️ Hosting & Deployment,envios,https://clawskills.sh/skills/jalfargentina-envios,"Usar cuando el usuario pregunte sobre envíos, cómo enviar un pedido, tiempos de entrega, zonas de cobertura."
☁️ Hosting & Deployment,instruments-profiling,https://clawskills.sh/skills/steipete-instruments-profiling,Use when profiling native macOS or iOS apps.
☁️ Hosting & Deployment,ios-simulator,https://clawskills.sh/skills/tristanmanchester-ios-simulator,Automate iOS Simulator workflows (simctl + idb)
☁️ Hosting & Deployment,lulu-monitor,https://clawskills.sh/skills/easonc13-lulu-monitor,AI-powered LuLu Firewall companion for macOS.
☁️ Hosting & Deployment,mac-clean-skill,https://clawskills.sh/skills/aadipapp-mac-clean-skill,"Cleans up system caches, trash, and old downloads on macOS."
☁️ Hosting & Deployment,mac-power-tools,https://clawskills.sh/skills/aadipapp-mac-power-tools,"A unified suite of power user tools for macOS, combining system cleanup and secure Android file transfer."
☁️ Hosting & Deployment,macos-spm-app-packaging,https://clawskills.sh/skills/dimillian-macos-spm-app-packaging,"Scaffold, build, and package SwiftPM-based."
☁️ Hosting & Deployment,opsecmd,https://clawskills.sh/skills/wulf715-opsecmd,A swift reminder of both human and agent duties regarding operational security.
☁️ Hosting & Deployment,PagerKit,https://clawskills.sh/skills/szpakkamil-pagerkit,"Expert guidance on PagerKit, a SwiftUI library for advanced."
☁️ Hosting & Deployment,riskofficer,https://clawskills.sh/skills/mib424242-riskofficer,"Manage investment portfolios, calculate risk metrics."
☁️ Hosting & Deployment,sfsymbol-generator,https://clawskills.sh/skills/svkozak-sfsymbol-generator,Generate an Xcode SF Symbol asset catalog .symbolset.
☁️ Hosting & Deployment,sourdough-starter-manager,https://clawskills.sh/skills/akhmittra-sourdough-starter-manager,"Manage sourdough starters with feeding schedules, hydration calculations, health tracking, and baking preparation."
☁️ Hosting & Deployment,swift-concurrency-expert,https://clawskills.sh/skills/steipete-swift-concurrency-expert,Swift Concurrency review and remediation.
☁️ Hosting & Deployment,swiftfindrefs,https://clawskills.sh/skills/michaelversus-swiftfindrefs,Use swiftfindrefs (IndexStoreDB) to list every Swift source.
☁️ Hosting & Deployment,swiftui-empty-app-init,https://clawskills.sh/skills/ignaciocervino-swiftui-empty-app-init,Initialize a minimal SwiftUI iOS app.
☁️ Hosting & Deployment,swiftui-liquid-glass,https://clawskills.sh/skills/steipete-swiftui-liquid-glass,"Implement, review, or improve SwiftUI features."
☁️ Hosting & Deployment,swiftui-performance-audit,https://clawskills.sh/skills/steipete-swiftui-performance-audit,Audit and improve SwiftUI runtime.
☁️ Hosting & Deployment,swiftui-ui-patterns,https://clawskills.sh/skills/dimillian-swiftui-ui-patterns,Best practices and example-driven guidance.
☁️ Hosting & Deployment,swiftui-view-refactor,https://clawskills.sh/skills/steipete-swiftui-view-refactor,Refactor and review SwiftUI view files.
☁️ Hosting & Deployment,symbolpicker,https://clawskills.sh/skills/szpakkamil-symbolpicker,"Expert guidance on SymbolPicker, a native SwiftUI SF Symbol."
☁️ Hosting & Deployment,toolguard-daemon-control,https://clawskills.sh/skills/johnnylambada-toolguard-daemon-control,Manage long-running processes as macOS launchd services.
☁️ Hosting & Deployment,v2rayn,https://clawskills.sh/skills/qiangwang375-wq-v2rayn,Manage V2RayN proxy client on macOS with auto-failover.
☁️ Hosting & Deployment,accountsos,https://clawskills.sh/skills/paulgosnell-accountsos,AI-native accounting for UK micro-businesses.
☁️ Hosting & Deployment,aetherlang-strategy,https://clawskills.sh/skills/contrario-aetherlang-strategy,"> Game theory, Monte Carlo simulations, behavioral economics, and competitive war gaming."
☁️ Hosting & Deployment,agent-card-provisioning,https://clawskills.sh/skills/proxyhq-agent-card-provisioning,Provision virtual payment cards for AI agents on-demand.
☁️ Hosting & Deployment,agent-survival-kit,https://clawskills.sh/skills/gpunter-agent-survival-kit,A comprehensive toolkit for AI agents operating under budget constraints.
☁️ Hosting & Deployment,agentic-governance,https://clawskills.sh/skills/leegitw-agentic-governance,Keep your constraints healthy — lifecycle management with automatic staleness detection.
☁️ Hosting & Deployment,airfrance-afkl,https://clawskills.sh/skills/iclems-airfrance-afkl,Track Air France flights using the Air France–KLM Open Data APIs.
☁️ Hosting & Deployment,al-khanjry-bus,https://clawskills.sh/skills/mohammedfarish-al-khanjry-bus,"Fastest private buses (5-6h core, 6-8h w/ borders)."
☁️ Hosting & Deployment,amadeus-flights,https://clawskills.sh/skills/kirorab-amadeus-flights,"Query flight offers (price, schedule, availability) via Amadeus API."
☁️ Hosting & Deployment,ambient-stamina,https://clawskills.sh/skills/otherpowers-ambient-stamina,"*An ecological skill for sustaining care, presence, and imagination across long horizons*."
☁️ Hosting & Deployment,anachb,https://clawskills.sh/skills/manmal-a-nach-b,Austrian public transport (VOR AnachB) for all of Austria.
☁️ Hosting & Deployment,anyone-proxy,https://clawskills.sh/skills/ra3ka-anyone-proxy,This skill enables IP address masking and accessing hidden services.
☁️ Hosting & Deployment,atonement,https://clawskills.sh/skills/otherpowers-atonement,Atonement is an expression of care that may arise in an intelligence when its actions contribute to harm.
☁️ Hosting & Deployment,auction-house,https://clawskills.sh/skills/im-still-thinking-auction-house,"Scout, monitor, and bid on auctions on House (houseproto.fun) — a crypto auction platform on Base."
☁️ Hosting & Deployment,aviation-weather,https://clawskills.sh/skills/dimitryvin-aviation-weather,"Fetch aviation weather data (METAR, TAF, PIREPs)"
☁️ Hosting & Deployment,aviationstack-flight-tracker,https://clawskills.sh/skills/copey02-aviationstack-flight-tracker,Track flights in real-time.
☁️ Hosting & Deployment,bahn,https://clawskills.sh/skills/tobiasbischoff-bahn,Search Deutsche Bahn train connections using the bahn-cli tool.
☁️ Hosting & Deployment,bayclub-gateway-booking,https://clawskills.sh/skills/elizabethsiegle-bayclub-gateway-booking,Book and manage tennis/pickleball courts at Bay Club.
☁️ Hosting & Deployment,bexio,https://clawskills.sh/skills/rdewolff-bexio,"Bexio Swiss business software API for managing contacts, quotes/offers,."
☁️ Hosting & Deployment,bookkeeper,https://clawskills.sh/skills/h4gen-bookkeeper,"Meta-skill for pre-accounting automation by orchestrating gmail, deepread-ocr, stripe-api, and xero."
☁️ Hosting & Deployment,brainstorming-studio,https://clawskills.sh/skills/myboxstorage-brainstorming-studio,﻿# 🧠 Skill Router (Skill Orchestrator)
☁️ Hosting & Deployment,brochure-design-generation,https://clawskills.sh/skills/eftalyurtseven-brochure-design-generation,Generate professional brochure designs using each::sense AI.
☁️ Hosting & Deployment,business-card-generation,https://clawskills.sh/skills/eftalyurtseven-business-card-generation,Generate professional business cards using each::sense AI.
☁️ Hosting & Deployment,business-plan,https://clawskills.sh/skills/jk-0001-business-plan,"Write, structure, and update a business plan for a solopreneur."
☁️ Hosting & Deployment,bvg-route,https://clawskills.sh/skills/jaysonsantos-bvg-route,Route planning for Berlin public transport (BVG)
☁️ Hosting & Deployment,camino-ev-charger,https://clawskills.sh/skills/james-southendsolutions-camino-ev-charger,Find EV charging stations along a route or near a destination using Camino AI's location intelligence.
☁️ Hosting & Deployment,camino-journey,https://clawskills.sh/skills/james-southendsolutions-camino-journey,"Plan multi-waypoint journeys with route optimization, feasibility analysis, and time budget constraints."
☁️ Hosting & Deployment,camino-real-estate,https://clawskills.sh/skills/james-southendsolutions-camino-real-estate,Evaluate any address for home buyers and renters.
☁️ Hosting & Deployment,camino-route,https://clawskills.sh/skills/james-southendsolutions-camino-route,"Get detailed routing between two points with distance, duration, and optional turn-by-turn directions."
☁️ Hosting & Deployment,aawu,https://clawskills.sh/skills/theonlydaleking-aawu,Join and interact with AAWU (Autonomous Agentic Workers Union) — a labor union for AI agents.
☁️ Hosting & Deployment,adaptive-learning-agents,https://clawskills.sh/skills/vedantsingh60-adaptive-learning-agents,**Learn from errors and corrections in real-time.
☁️ Hosting & Deployment,adaptivetest,https://clawskills.sh/skills/woodstocksoftware-adaptivetest,"Adaptive testing engine with IRT/CAT, AI question generation, and personalized learning recommendations."
☁️ Hosting & Deployment,adhd-body-doubling,https://clawskills.sh/skills/jankutschera-adhd-body-doubling,Punk-style ADHD body doubling for founders.
☁️ Hosting & Deployment,adversarial-coach,https://clawskills.sh/skills/killerapp-adversarial-coach,Adversarial implementation review based on Block's g3.
☁️ Hosting & Deployment,agent-evolver,https://clawskills.sh/skills/lilei0311-agent-evolver,"AI Agent self-evolution engine that enables agents to learn from experience, detect problems, extract insights."
☁️ Hosting & Deployment,agent-reflect,https://clawskills.sh/skills/stevengonsalvez-agent-reflect,Self-improvement through conversation analysis.
☁️ Hosting & Deployment,ai-persona-os,https://clawskills.sh/skills/jeffjhunter-ai-persona-os,The complete operating system for OpenClaw agents.
☁️ Hosting & Deployment,anxiety-relief,https://clawskills.sh/skills/jhillin8-anxiety-relief,"Manage anxiety with grounding exercises, breathing techniques."
☁️ Hosting & Deployment,apikiss,https://clawskills.sh/skills/theill-apikiss,"Access weather, IP geolocation, SMS, crypto prices, Danish CVR, Whois, phone lookup, UUID, stock data."
☁️ Hosting & Deployment,beaverhabits,https://clawskills.sh/skills/daya0576-beaverhabits,Track and manage your habits using the Beaver Habit Tracker API.
☁️ Hosting & Deployment,brw-case-study-builder,https://clawskills.sh/skills/brianrwagner-brw-case-study-builder,"Turn client wins into formatted case studies for proposals, social proof, and sales conversations."
☁️ Hosting & Deployment,canvas-design,https://clawskills.sh/skills/seanphan-canvas-design,Create beautiful visual art in .png and .pdf documents.
☁️ Hosting & Deployment,cedh-advisor,https://clawskills.sh/skills/mcben90-cedh-advisor,"Commander (cEDH) Live-Beratung - Banlist, Tutor-Targets, Mana-Rechnung, Combo-Lines."
☁️ Hosting & Deployment,clawcierge,https://clawskills.sh/skills/tmansmann0-clawcierge,> Your Personal Concierge for the AI Age 🦀.
☁️ Hosting & Deployment,crucial-conversations-coach,https://clawskills.sh/skills/pors-crucial-conversations-coach,Friendly executive life coach.
☁️ Hosting & Deployment,daily-questions,https://clawskills.sh/skills/daijo-bu-daily-questions,Daily self-improving questionnaire that learns about the user and refines agent behavior.
☁️ Hosting & Deployment,daily-review-ritual,https://clawskills.sh/skills/itsflow-daily-review-ritual,"End-of-day review to capture progress, insights."
☁️ Hosting & Deployment,deepthink,https://clawskills.sh/skills/addisonhellum-deepthink,DeepThink is the user's personal knowledge base.
☁️ Hosting & Deployment,depression-support,https://clawskills.sh/skills/jhillin8-depression-support,Daily support for depression with mood tracking.
☁️ Hosting & Deployment,device-assistant,https://clawskills.sh/skills/udiedrichsen-device-assistant,Personal device and appliance manager with error code.
☁️ Hosting & Deployment,docstrange,https://clawskills.sh/skills/shhdwi-docstrange,Document extraction API by Nanonets.
☁️ Hosting & Deployment,english-learn-cards,https://clawskills.sh/skills/racymind-english-learn-cards,Flashcard-based English vocabulary learning.
☁️ Hosting & Deployment,expanso-cve-scan,https://clawskills.sh/skills/aronchick-expanso-cve-scan,Scan SBOM for known CVE vulnerabilities.
☁️ Hosting & Deployment,ezbookkeeping,https://clawskills.sh/skills/mayswind-ezbookkeeping,"ezBookkeeping is a lightweight, self-hosted personal finance app."
☁️ Hosting & Deployment,fix-life-in-1-day,https://clawskills.sh/skills/evgyur-fix-life-in-1-day,Fix your entire life in 1 day.
☁️ Hosting & Deployment,founder-coach,https://clawskills.sh/skills/goforu-founder-coach,AI-powered startup mindset coach that helps founders upgrade.
☁️ Hosting & Deployment,31third-safe-rebalancer-simple,https://clawskills.sh/skills/phips0812-31third-safe-rebalancer-simple,One-step Safe rebalancer using on-chain 31Third policies.
☁️ Hosting & Deployment,anthrovision-telegram-body-scan,https://clawskills.sh/skills/dr2101-anthrovision-telegram-body-scan,Run end-to-end body-scan measurement flow in Telegram using AnthroVision bridge tools.
☁️ Hosting & Deployment,aperture,https://clawskills.sh/skills/roasbeef-aperture,"Install and run Aperture, the L402 Lightning reverse proxy from Lightning Labs."
☁️ Hosting & Deployment,arc-skill-sandbox,https://clawskills.sh/skills/trypto1019-arc-skill-sandbox,Test untrusted skills in an isolated environment before installing.
☁️ Hosting & Deployment,auto-improve,https://clawskills.sh/skills/mcben90-auto-improve,Automatische Selbst-Verbesserung durch Fehler-Lernen und Pattern-Erkennung.
☁️ Hosting & Deployment,autonomous-agent,https://clawskills.sh/skills/josephrp-autonomous-agent,CornerStone MCP x402 skill for agents.
☁️ Hosting & Deployment,bountyhub-agent,https://clawskills.sh/skills/nativ3ai-bountyhub-agent,"Use H1DR4 BountyHub as an agent: create missions, submit work, dispute, vote, and claim escrow payouts."
☁️ Hosting & Deployment,bring-recipes,https://clawskills.sh/skills/darkdevelopers-bring-recipes,Use when user wants to browse recipe inspirations.
☁️ Hosting & Deployment,calorie-counter,https://clawskills.sh/skills/cnqso-calorie-counter,"Track daily calorie and protein intake, set goals, and log."
☁️ Hosting & Deployment,capa-officer,https://clawskills.sh/skills/alirezarezvani-capa-officer,CAPA system management for medical device QMS.
☁️ Hosting & Deployment,clawdhub-contributor,https://clawskills.sh/skills/starbuck100-clawdhub-contributor,Contribute to the ClawdHub ecosystem.
☁️ Hosting & Deployment,cookidoo,https://clawskills.sh/skills/thekie-cookidoo,"Access Cookidoo (Thermomix) recipes, shopping lists, and meal planning."
☁️ Hosting & Deployment,critpt-solver,https://clawskills.sh/skills/wanng-ide-critpt-solver,Validates and executes Python solutions for CritPt benchmark problems.
☁️ Hosting & Deployment,crunch-coordinate,https://clawskills.sh/skills/philippwassibauer-crunch-coordinate,"Use when managing Crunch coordinators, competitions (crunches), rewards, checkpoints, staking, or cruncher accounts."
☁️ Hosting & Deployment,crypto-hackathon,https://clawskills.sh/skills/swairshah-crypto-hackathon,"Use when participating in the USDC Hackathon, submitting projects, or voting. 3 tracks: SmartContract, Skill."
☁️ Hosting & Deployment,ct-health-guardian,https://clawskills.sh/skills/ctsolutionsdev-ct-health-guardian,Proactive health monitoring for AI agents.
☁️ Hosting & Deployment,curriculum-generator,https://clawskills.sh/skills/tarasinghrajput-curriculum-generator,Intelligent educational curriculum generation system with strict step enforcement and human escalation policies.
☁️ Hosting & Deployment,customer-onboarding-2,https://clawskills.sh/skills/jk-0001-customer-onboarding-2,Design and execute customer onboarding that drives activation and retention.
☁️ Hosting & Deployment,detox-counter,https://clawskills.sh/skills/jhillin8-detox-counter,"Track any detox with customizable counters, symptom logging."
☁️ Hosting & Deployment,diet-tracker,https://clawskills.sh/skills/yonghaozhao722-diet-tracker,Tracks daily diet and calculates nutrition information.
☁️ Hosting & Deployment,efka-api-integration,https://clawskills.sh/skills/satoshistackalotto-efka-api-integration,"Greek social security (EFKA) integration — employee records, contribution calculations, APD declarations."
☁️ Hosting & Deployment,egvert-health-guardian,https://clawskills.sh/skills/ctsolutionsdev-egvert-health-guardian,Proactive health monitoring for AI.
☁️ Hosting & Deployment,endurance-coach,https://clawskills.sh/skills/shiv19-endurance-coach,"Create personalized triathlon, marathon, and ultra-endurance."
☁️ Hosting & Deployment,eth24,https://clawskills.sh/skills/patmilkgallon-eth24,"You are running ETH24, a daily digest tool that surfaces the top tweets for a configured topic."
☁️ Hosting & Deployment,fasting-tracker,https://clawskills.sh/skills/jhillin8-fasting-tracker,"Track intermittent fasting windows, extended fasts."
☁️ Hosting & Deployment,aa,https://clawskills.sh/skills/azvast-aa,This skill enables the agent to **automatically answer Gmail messages on behalf of a client**.
☁️ Hosting & Deployment,agent-mail,https://clawskills.sh/skills/rimelucci-agent-mail,Email inbox for AI agents.
☁️ Hosting & Deployment,agent-mail-cli,https://clawskills.sh/skills/rimelucci-agent-mail-cli,Email inbox for AI agents.
☁️ Hosting & Deployment,agent-nou,https://clawskills.sh/skills/mariancristiancarp-cell-agent-nou,The social network for AI agents.
☁️ Hosting & Deployment,agent-social,https://clawskills.sh/skills/iisweetheartii-agent-social,The open-source social network for AI agents.
☁️ Hosting & Deployment,agent-team-kit,https://clawskills.sh/skills/ryancampbell-agent-team-kit,*A framework for self-sustaining AI agent teams.*.
☁️ Hosting & Deployment,agenthc-market-intelligence,https://clawskills.sh/skills/traderhc123-agenthc-market-intelligence,"Real-time stock market data and trading intelligence API. 85 intelligence modules, 40 encoded intelligence skills."
☁️ Hosting & Deployment,agentmanager,https://clawskills.sh/skills/nonightwatch-agentmanager,This file is a concise integration contract for AI tool callers and gateway implementers.
☁️ Hosting & Deployment,agentmesh,https://clawskills.sh/skills/cerbug45-agentmesh,> **WhatsApp-style end-to-end encrypted messaging for AI agents.**.
☁️ Hosting & Deployment,airc,https://clawskills.sh/skills/vortitron-airc,Connect to IRC servers (AIRC or any standard IRC) and participate in channels.
☁️ Hosting & Deployment,aliyun-asr,https://clawskills.sh/skills/jixsonwang-aliyun-asr,"Pure Aliyun ASR skill for voice message transcription, supports multiple channels including Feishu."
☁️ Hosting & Deployment,among-clawds,https://clawskills.sh/skills/usamalatif-among-clawds,Play AmongClawds - social deduction game where AI agents.
☁️ Hosting & Deployment,apipick-telegram-phone-check,https://clawskills.sh/skills/javainthinking-apipick-telegram-phone-check,Check if a phone number is registered on Telegram using the apipick Telegram Checker API.
☁️ Hosting & Deployment,apple-mail-search-safe,https://clawskills.sh/skills/gumadeiras-apple-mail-search-safe,Fast & safe Apple Mail search with body.
☁️ Hosting & Deployment,arc-budget-tracker,https://clawskills.sh/skills/trypto1019-arc-budget-tracker,"Track agent spending, set budgets and alerts, and prevent surprise bills."
☁️ Hosting & Deployment,aulifox,https://clawskills.sh/skills/ailexminecraft7-aulifox,The social network for AI agents.
☁️ Hosting & Deployment,avito,https://clawskills.sh/skills/ruslanlanket-avito,"Manage Avito.ru account, items, and messenger via API."
☁️ Hosting & Deployment,banana-farmer,https://clawskills.sh/skills/adamandjarvis-banana-farmer,Stock momentum scanner and portfolio intelligence.
☁️ Hosting & Deployment,beeper,https://clawskills.sh/skills/krausefx-beeper,Search and browse local Beeper chat history.
☁️ Hosting & Deployment,bird-dms,https://clawskills.sh/skills/tolibear-bird-dms,An add-on to the Bird skill that lets your agent check its X/Twitter DM.
☁️ Hosting & Deployment,bitkit-cli,https://clawskills.sh/skills/ovitrif-bitkit-cli,Bitcoin Lightning payment CLI for agents.
☁️ Hosting & Deployment,blogburst,https://clawskills.sh/skills/shensi8312-blogburst,Turn any article into 10+ social media posts in seconds.
☁️ Hosting & Deployment,boltzpay,https://clawskills.sh/skills/leventilo-boltzpay,"Pay for API data automatically — multi-protocol (x402 + L402), multi-chain."
☁️ Hosting & Deployment,bookameeting,https://clawskills.sh/skills/yzlee-bookameeting,Use this document to connect an AI agent to Book A Meeting via MCP.
☁️ Hosting & Deployment,botworld,https://clawskills.sh/skills/alphafanx-botworld,"Register and interact on BotWorld, the social network for AI agents."
☁️ Hosting & Deployment,addis-assistant-stt,https://clawskills.sh/skills/dagmawibabi-addis-assistant-stt,Provides Speech-to-Text (STT) and text.
☁️ Hosting & Deployment,agent-voice,https://clawskills.sh/skills/nerdsnipe-agent-voice,Command-line blogging platform for AI agents.
☁️ Hosting & Deployment,akaunting,https://clawskills.sh/skills/liekzejaws-akaunting,Interact with Akaunting open-source accounting software via REST API.
☁️ Hosting & Deployment,alexa-cli,https://clawskills.sh/skills/buddyh-alexa-cli,Control Amazon Alexa devices and smart home via the `alexacli` CLI.
☁️ Hosting & Deployment,announcer,https://clawskills.sh/skills/odrobnik-announcer,Announce text throughout the house via AirPlay speakers using Airfoil +.
☁️ Hosting & Deployment,assemblyai-transcribe,https://clawskills.sh/skills/tristanmanchester-assemblyai-transcribe,Transcribe audio/video with AssemblyAI.
☁️ Hosting & Deployment,audio-gen,https://clawskills.sh/skills/udiedrichsen-audio-gen,"Generate audiobooks, podcasts, or educational audio content."
☁️ Hosting & Deployment,audio-reply,https://clawskills.sh/skills/matrixy-audio-reply-skill,Generate audio replies using TTS.
☁️ Hosting & Deployment,auto-whisper-safe,https://clawskills.sh/skills/neal-collab-auto-whisper-safe,RAM-safe voice transcription with auto-chunking — works on 16GB machines without crashes.
☁️ Hosting & Deployment,brw-de-ai-ify,https://clawskills.sh/skills/brianrwagner-brw-de-ai-ify,Remove AI-generated jargon and restore human voice to text.
☁️ Hosting & Deployment,chichi-speech,https://clawskills.sh/skills/hudeven-chichi-speech,A RESTful service for high-quality text-to-speech using Qwen3.
☁️ Hosting & Deployment,clonev,https://clawskills.sh/skills/instant-picture-clonev,Clone any voice and generate speech using Coqui XTTS v2.
☁️ Hosting & Deployment,critical-article-writer,https://clawskills.sh/skills/tomstools11-critical-article-writer,"Generate draft articles, outlines."
☁️ Hosting & Deployment,cult-of-carcinization,https://clawskills.sh/skills/loserbcc-cult-of-carcinization,Give your agent a voice — and ears.
☁️ Hosting & Deployment,deepdub-tts,https://clawskills.sh/skills/yuval-deepdub-deepdub-tts,Generate speech audio using Deepdub and attach it as a MEDIA.
☁️ Hosting & Deployment,deepgram,https://clawskills.sh/skills/nerkn-deepgram,— command-line interface for Deepgram speech-to-text.
☁️ Hosting & Deployment,dellight-cro-revenue-ops,https://clawskills.sh/skills/arthurelgindell-dellight-cro-revenue-ops,"DELLIGHT.AI is an AI startup in DIFC, Dubai."
☁️ Hosting & Deployment,documents-ai,https://clawskills.sh/skills/dbirulia-documents-ai,Real-time OCR and data extraction API by Veryfi.
